time,open,high,low,close,volume
2026-05-22 23:00:00,2073.16,2077.24,2061.06,2065.98,235.8327
2026-05-23 00:00:00,2065.99,2070.61,2054.91,2065.27,309.07
2026-05-23 01:00:00,2065.26,2069.42,2063.1,2069.14,186.8243
2026-05-23 02:00:00,2069.15,2070.28,2065.37,2068.81,119.7284
2026-05-23 03:00:00,2068.8,2072.0,2068.32,2070.74,50.9289
2026-05-23 04:00:00,2070.77,2071.03,2065.99,2066.81,47.5707
2026-05-23 05:00:00,2067.29,2067.48,2062.51,2064.84,33.3412
2026-05-23 06:00:00,2064.84,2065.81,2060.71,2061.48,23.7378
2026-05-23 07:00:00,2061.55,2063.06,2018.82,2028.27,243.3563
2026-05-23 08:00:00,2028.58,2031.91,2021.34,2030.02,146.654
2026-05-23 09:00:00,2030.32,2030.9,2027.1,2027.28,51.5975
2026-05-23 10:00:00,2027.29,2033.52,2027.12,2031.56,39.1664
2026-05-23 11:00:00,2031.56,2035.14,2030.86,2031.64,44.473
2026-05-23 12:00:00,2031.65,2032.07,2027.36,2030.84,52.1061
2026-05-23 13:00:00,2031.08,2045.79,2031.08,2044.76,80.6753
2026-05-23 14:00:00,2044.77,2064.97,2041.31,2061.63,127.0537
2026-05-23 15:00:00,2061.64,2068.32,2055.98,2060.27,188.9423
2026-05-23 16:00:00,2060.27,2064.37,2057.6,2060.88,124.1282
2026-05-23 17:00:00,2061.95,2065.37,2059.71,2063.98,159.8321
2026-05-23 18:00:00,2063.98,2082.28,2063.86,2074.45,145.8682
2026-05-23 19:00:00,2074.42,2084.13,2068.18,2077.28,54.9972
2026-05-23 20:00:00,2077.33,2146.93,2075.24,2146.92,186.8941
2026-05-23 21:00:00,2146.93,2148.68,2069.5,2116.12,320.4633
2026-05-23 22:00:00,2117.68,2120.24,2103.95,2116.83,68.1799
2026-05-23 23:00:00,2116.83,2121.64,2114.63,2117.53,44.029
2026-05-24 00:00:00,2117.53,2120.94,2113.2,2119.2,104.9009
2026-05-24 01:00:00,2119.2,2124.9,2119.13,2122.55,166.9565
2026-05-24 02:00:00,2122.55,2124.99,2118.4,2122.53,264.4157
2026-05-24 03:00:00,2122.53,2126.59,2117.11,2119.45,130.3181
2026-05-24 04:00:00,2120.03,2123.86,2120.01,2120.29,84.9613
2026-05-24 05:00:00,2120.29,2121.38,2113.65,2119.98,253.4582
2026-05-24 06:00:00,2119.99,2129.5,2117.76,2127.83,116.2688
2026-05-24 07:00:00,2128.13,2128.74,2119.71,2120.87,155.2664
2026-05-24 08:00:00,2120.88,2123.23,2119.26,2120.33,144.4383
2026-05-24 09:00:00,2120.33,2124.11,2119.05,2123.31,160.8308
2026-05-24 10:00:00,2123.42,2129.28,2119.39,2122.06,274.1683
2026-05-24 11:00:00,2122.35,2127.25,2122.23,2125.18,358.3473
2026-05-24 12:00:00,2126.07,2126.52,2118.0,2119.97,149.9589
2026-05-24 13:00:00,2119.97,2120.87,2106.47,2109.82,351.8715
2026-05-24 14:00:00,2110.14,2112.07,2083.03,2097.73,666.6686
2026-05-24 15:00:00,2097.99,2099.93,2094.23,2095.74,298.9168
2026-05-24 16:00:00,2095.84,2108.22,2095.61,2103.74,272.8154
2026-05-24 17:00:00,2103.62,2106.08,2101.52,2102.89,326.0027
2026-05-24 18:00:00,2102.89,2104.77,2097.84,2099.66,194.716
2026-05-24 19:00:00,2099.66,2101.67,2087.0,2100.61,449.5913
2026-05-24 20:00:00,2100.61,2102.11,2091.88,2093.14,255.3139
